extracted_at,source_file,nom,siren,nace,pme,jeune_docteur,pole,honoraires,credit_parametres,montant_credit_impot_cir,montant_credit_impot_cii,dotations_amortissements,depenses_personnel,depenses_veille,depenses_brevets,depenses_prestataires_externes,subventions_avances_remboursables
2026-04-21T12:03:08,Matrice Biocellis - CIR 2025 V2.xlsm,BIOCELLIS,932229230,7211Z,Oui,0,Biotech,1892.4048165100296,CIR,48920.185393954926,0,0,191683.92696977462,0,0,52917,-195544.5822069936
